dur,proto_tcp,proto_udp,proto_other,service_none,service_http,service_dns,service_other,state_FIN,state_INT,state_other,sbytes,dbytes,rate,sloss,dloss,sjit,djit,swin,stcpb,dtcpb,dwin,smean,dmean,trans_depth,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,label
0.009158,1,0,0,0,1,0,0,1,0,0,0.000084,0.000038,0.000027,0.000501,0.000381,0.002022,0.000776,1,0.872729,0.716807,1,0.044188,0.030864,0.5,0,0.020408,0,0,0,0.102041,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0,0,0,0.048387,0,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.142857,0,0,0,0,0,0,0,0,0.019714,0,0,0.403226,0.326531,0.326531,0.355556,0.403226,0.326531,0.409836,1
0.006329,1,0,0,1,0,0,0,1,0,0,0.000075,0.000068,0.000055,0.000751,0.001142,0.001158,0.000271,1,0.336842,0.95566,1,0.027872,0.032922,0,0,0,0,0,0,0,0,1
0.022083,1,0,0,0,0,0,1,1,0,0,0.000106,0.00023,0.000032,0.001753,0.003426,0.002269,0.016465,1,0.122294,0.779176,1,0.016995,0.050754,0,0,0.020408,0,0,0.016129,0.020408,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.5,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0.020408,0.020408,0.022222,0.064516,0.020408,0.065574,1
0.018433,1,0,0,1,0,0,0,1,0,0,0.000075,0.000078,0.000019,0.000751,0.000761,0.003682,0.001008,1,0.701495,0.481133,1,0.028552,0.037723,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.290323,0.326531,0.326531,0.355556,0.290323,0.326531,0.295082,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.306452,0.346939,0.326531,0.355556,0.306452,0.326531,0.311475,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.306452,0.346939,0.326531,0.355556,0.306452,0.326531,0.311475,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.244444,0.241935,0.306122,0.245902,1
0,0,1,0,1,0,0,0,0,1,0,0.000176,0,0.1,0,0,0,0,0,0,0,0,0.626785,0,0,0.370968,0.102041,0.081633,0,0.370968,0.081633,0.377049,1
0.022086,0,0,1,1,0,0,0,0,1,0,0.000041,0,0.000005,0,0,0.000289,0,0,0,0,0,0.021754,0,0,0.016129,0,0,0,0.016129,0,0.016393,1
0.008414,1,0,0,1,0,0,0,1,0,0,0.000186,0.000098,0.000038,0.000751,0.000761,0.001537,0.000421,1,0.306634,0.34043,1,0.094494,0.059671,0,0.032258,0.020408,0,0,0.032258,0.020408,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.451613,0.306122,0.306122,0.333333,0.451613,0.306122,0.459016,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.653061,0.653061,0.333333,0.516129,0.673469,0.52459,1
0.013123,1,0,0,0,1,0,0,1,0,0,0.000071,0.00114,0.000027,0.000501,0.001523,0.003004,0.018372,1,0.982576,0.310424,1,0.03467,0.461591,0.5,0,0,0,0,0,0,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0,0,0,0.064516,0,0.065574,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,1,0,0,0,0,0,0,0,0,0.019714,0,0,0.548387,0.673469,0.673469,0.377778,0.548387,0.673469,0.557377,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.1,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.258065,0.306122,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.451613,0.306122,0.306122,0.333333,0.451613,0.306122,0.459016,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.653061,0.653061,0.333333,0.516129,0.653061,0.52459,1
0.013431,1,0,0,1,0,0,0,1,0,0,0.006484,0.000086,0.000091,0.006762,0.000381,0.00098,0.000366,1,0.776149,0.587433,1,0.753229,0.030178,0.5,0.032258,0,0,0,0,0.020408,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.548387,0.306122,0.285714,0.311111,0.548387,0.285714,0.557377,1
0.004201,1,0,0,1,0,0,0,1,0,0,0.000065,0.000038,0.00006,0.000501,0.000381,0.000914,0.000336,1,0.038257,0.325031,1,0.029912,0.030864,0,0,0,0,0,0,0,0,1
0.007494,1,0,0,0,1,0,0,1,0,0,0.000074,0.000144,0.000038,0.000501,0.000761,0.001748,0.000387,1,0.280833,0.599188,1,0.03671,0.087791,0.5,0,0,0,0,0,0.020408,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.129032,0.040816,0.020408,0.022222,0.193548,0.040816,0.131148,1
0.203818,1,0,0,0,1,0,0,1,0,0,0.000069,0.000187,0.000002,0.000501,0.000761,0.06094,0.012376,1,0.864554,0.226796,1,0.033311,0.090535,0.5,0,0.020408,0,0,0.016129,0.040816,0,1
0.006617,1,0,0,0,1,0,0,1,0,0,0.000071,0.000038,0.000038,0.000501,0.000381,0.001364,0.000453,1,0.245212,0.439546,1,0.03467,0.030864,0.5,0.016129,0,0,0,0,0,0,1
0.01818,1,0,0,1,0,0,0,1,0,0,0.000235,0.00005,0.000016,0.000501,0.000381,0.00429,0.001174,1,0.007164,0.618307,1,0.152277,0.030178,0,0.096774,0,0,0,0.016129,0,0.016393,1
0.008387,1,0,0,0,0,0,1,1,0,0,0.00006,0.000104,0.000034,0.000501,0.000761,0.001916,0.00046,1,0.467255,0.433578,1,0.026513,0.0631,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.435484,0.22449,0.22449,0.244444,0.435484,0.22449,0.442623,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.080645,0.061224,0.040816,0.044444,0.080645,0.061224,0.081967,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.653061,0.653061,0.333333,0.516129,0.673469,0.52459,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,1,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0.020408,0,0,0.016129,0.510204,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.177419,0.22449,0.22449,0.244444,0.177419,0.22449,0.180328,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.142857,0,0,0,0,0,0,0,0,0.019714,0,0,0.532258,0.346939,0.306122,0.333333,0.532258,0.306122,0.540984,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.403226,0.306122,0.306122,0.333333,0.403226,0.326531,0.409836,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.326531,0.245902,1
0,0,1,0,1,0,0,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.016315,0,0,0.032258,0,0,0,0.016129,0.040816,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.25,0,0,0,0,0,0,0,0,0.048946,0,0,0.112903,0,0,0,0.225806,0.020408,0.114754,1
0.016486,1,0,0,0,1,0,0,1,0,0,0.000053,0.00005,0.000017,0.000501,0.000381,0.004151,0.001206,1,0.925609,0.025796,1,0.021754,0.030178,0.5,0.064516,0,0,0,0.032258,0,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.326531,0.306122,0.333333,0.516129,0.306122,0.52459,1
0.011761,1,0,0,0,0,0,1,1,0,0,0.00003,0.00053,0.000024,0.00025,0.001142,0.005288,0.032078,1,0.32118,0.611279,1,0.012237,0.257202,0,0,0.020408,0,0,0.016129,0.020408,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.370968,0.469388,0.469388,0.222222,0.370968,0.469388,0.377049,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.142857,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.326531,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.290323,0.265306,0.265306,0.288889,0.290323,0.265306,0.295082,1
0.014691,1,0,0,1,0,0,0,1,0,0,0.000049,0.00005,0.000019,0.000501,0.000381,0.004127,0.000849,1,0.34195,0.431076,1,0.019035,0.030178,0,0.016129,0,0.020408,0,0.016129,0.020408,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.080645,0.040816,0.040816,0.044444,0.080645,0.040816,0.081967,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.451613,0.591837,0.571429,0.311111,0.451613,0.571429,0.459016,1
0.021322,0,0,1,1,0,0,0,0,1,0,0.000283,0,0.000021,0,0,0.000036,0,0,0,0,0,0.054385,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.058824,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.326531,0.306122,0.333333,0.241935,0.306122,0.245902,1
0,0,0,1,1,0,0,0,0,1,0,0.000001,0,0,0,0,0,0,0,0,0,0,0.021754,0,0,0.032258,0.040816,0.040816,0.044444,0.032258,0.040816,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.145161,0.183673,0.183673,0.133333,0.145161,0.183673,0.147541,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.125,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0,0,0,0.048387,0.408163,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.548387,0.306122,0.285714,0.311111,0.548387,0.285714,0.557377,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.125,0,0,0,0,0,0,0,0,0.040789,0,0,0.177419,0.163265,0.163265,0,0.177419,0.489796,0.180328,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.612903,0.55102,0.55102,0.244444,0.612903,0.55102,0.622951,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.5,0.285714,0.285714,0.311111,0.5,0.306122,0.508197,1
0.019655,1,0,0,0,0,0,1,1,0,0,0.000391,0.000248,0.000035,0.002004,0.003045,0.002159,0.000445,1,0.168447,0.776427,1,0.109449,0.060357,0,0,0,0,0,0,0.040816,0,1
0.009837,1,0,0,0,0,0,1,1,0,0,0.00003,0.000212,0.000025,0.00025,0.000761,0.004049,0.000834,1,0.780747,0.841985,1,0.012237,0.128944,0,0,0.020408,0,0,0.016129,0.020408,0,1
0.026441,0,0,1,1,0,0,0,0,1,0,0.000268,0,0.000011,0,0,0.000118,0,0,0,0,0,0.089055,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.33871,0.306122,0.306122,0.333333,0.33871,0.326531,0.344262,1
0.00771,1,0,0,0,1,0,0,1,0,0,0.000072,0.000182,0.000041,0.000501,0.000761,0.002361,0.000477,1,0.259138,0.396296,1,0.03535,0.088477,0.5,0.032258,0,0,0,0,0,0,1
0.009652,1,0,0,0,0,0,1,1,0,0,0.000038,0.00053,0.000033,0.00025,0.001142,0.003152,0.018537,1,0.680545,0.640613,1,0.011557,0.257202,0,0,0,0,0,0,0.020408,0,1
0.031619,1,0,0,1,0,0,0,1,0,0,0.000049,0.00005,0.000009,0.000501,0.000381,0.010326,0.002061,1,0.202584,0.607644,1,0.019035,0.030178,0,0,0,0,0,0,0.020408,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.125,0,0,0,0,0,0,0,0,0.048946,0,0,0.032258,0,0,0,0.032258,0,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.354839,0.204082,0.204082,0.222222,0.354839,0.204082,0.360656,1
0.003032,1,0,0,0,1,0,0,1,0,0,0.000086,0.000038,0.000082,0.000501,0.000381,0.000686,0.000303,1,0.654115,0.508463,1,0.045547,0.030864,0.5,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.5,0.632653,0.632653,0.333333,0.5,0.632653,0.508197,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.645161,0.020408,0.020408,0.022222,0.645161,0.020408,0.655738,1
0.006551,1,0,0,1,0,0,0,1,0,0,0.00003,0.000038,0.000033,0.00025,0.000381,0.002345,0.000641,1,0.591946,0.131483,1,0.012237,0.030864,0,0.016129,0.020408,0.020408,0,0.016129,0.020408,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.564516,0.653061,0.653061,0.333333,0.564516,0.653061,0.57377,1
0.018925,1,0,0,1,0,0,0,1,0,0,0.000046,0.000038,0.000013,0.000501,0.000381,0.004989,0.001918,1,0.253438,0.082411,1,0.016995,0.030864,0,0.032258,0,0,0,0.016129,0,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000037,0,0.111111,0,0,0,0,0,0,0,0,0.130523,0,0,0,0,0,0,0.016129,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.435484,0.244898,0.244898,0.266667,0.435484,0.244898,0.442623,1
0.017969,0,0,1,1,0,0,0,0,0,1,0.000065,0.000054,0.000005,0,0,0.000348,0,0,0,0,0,0.104691,0.131687,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.326531,0.306122,0.333333,0.241935,0.306122,0.245902,1
0.029189,1,0,0,0,0,0,1,1,0,0,0.000108,0.000229,0.000025,0.001753,0.003426,0.002823,0.023193,1,0.929917,0.454505,1,0.017675,0.050754,0,0,0.020408,0,0,0.016129,0.040816,0,1
0.392734,0,0,1,1,0,0,0,0,1,0,0.000117,0,0.000001,0,0,0.000975,0,0,0,0,0,0.024473,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,1,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0,0,0,0.016129,0,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.142857,0,0,0,0,0,0,0,0,0.019714,0,0,0.064516,0.081633,0.081633,0.088889,0.064516,0.081633,0.065574,1
0.968653,0,0,1,1,0,0,0,0,0,1,0.001652,0,0.000001,0,0,0.000714,0,0,0,0,0,0.165874,0,0,0,0.367347,0,0,0.322581,0.387755,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.483871,0.122449,0.122449,0.133333,0.483871,0.122449,0.491803,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.370968,0.306122,0.306122,0.333333,0.370968,0.306122,0.377049,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.096774,0.040816,0.040816,0.044444,0.096774,0.061224,0.098361,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.019714,0,0,0.370968,0.326531,0.326531,0.355556,0.370968,0.326531,0.377049,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.483871,0.326531,0.306122,0.333333,0.483871,0.306122,0.491803,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.5,0,0,0,0,0,0,0,0,0.048946,0,0,0.080645,0,0,0,0.080645,0,0.081967,1
0.666299,0,0,1,1,0,0,0,0,0,1,0.000592,0,0.000001,0,0,0.000609,0,0,0,0,0,0.054385,0,0,0,0,0,0,0,0.040816,0,1
0,0,1,0,1,0,0,0,0,1,0,0.000097,0,0.5,0,0,0,0,0,0,0,0,0.342624,0,0,0.064516,0,0.020408,0,0,0.020408,0.032787,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.25,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0,0,0,0.016129,0,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.435484,0.204082,0.204082,0.222222,0.435484,0.204082,0.442623,1
0.054775,1,0,0,0,1,0,0,1,0,0,0.021139,0.000208,0.000063,0.021037,0.000381,0.001379,0.000625,1,0.165254,0.477168,1,0.849082,0.029492,0,0.016129,0.020408,0,0,0,0.020408,0.016393,1
0.034232,1,0,0,1,0,0,0,1,0,0,0.00123,0.000546,0.000034,0.004007,0.005329,0.001915,0.000364,1,0.295041,0.366653,1,0.21278,0.08299,0,0,0,0,0,0,0,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.5,0,0,0,0,0,0,0,0,0.048946,0,0,0.080645,0,0,0,0.080645,0,0.081967,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.080645,0.020408,0.020408,0.022222,0.080645,0.020408,0.081967,1
0.008245,1,0,0,0,0,0,1,1,0,0,0.00003,0.000716,0.000034,0.00025,0.001142,0.003078,0.018875,1,0.715157,0.169664,1,0.012237,0.348422,0,0,0.040816,0,0,0.145161,0.061224,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.166667,0,0,0,0,0,0,0,0,0.048946,0,0,0.129032,0.061224,0.040816,0.044444,0.177419,0.061224,0.131148,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,1,0,0,0,0,0,0,0,0,0.019714,0,0,0.354839,0.204082,0.204082,0.111111,0.354839,0.204082,0.360656,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0,0,0,0.048387,0,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.225806,0.285714,0.285714,0.311111,0.225806,0.285714,0.229508,1
0.022086,0,0,1,1,0,0,0,0,1,0,0.000041,0,0.000005,0,0,0.000289,0,0,0,0,0,0.021754,0,0,0.016129,0,0,0,0.016129,0,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000013,0,0.166667,0,0,0,0,0,0,0,0,0.042148,0,0,0.145161,0.163265,0.142857,0.155556,0.145161,0.142857,0.147541,1
0.505379,0,0,1,1,0,0,0,0,1,0,0.001754,0,0.000001,0,0,0.000587,0,0,0,0,0,0.280082,0,0,0,0,0,0,0,0.020408,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.419355,0.306122,0.306122,0.333333,0.435484,0.326531,0.42623,1
0.042541,1,0,0,0,1,0,0,1,0,0,0.000069,0.000501,0.000008,0.000501,0.001142,0.013418,0.075553,1,0.709045,0.522848,1,0.033311,0.203018,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.274194,0.306122,0.306122,0.333333,0.274194,0.306122,0.278689,1
0.00982,1,0,0,0,1,0,0,1,0,0,0.000079,0.002778,0.000053,0.000501,0.003045,0.001835,0.01315,1,0.550195,0.761634,1,0.030591,0.674897,0.5,0,0,0,0,0,0.020408,0,1
0.014117,1,0,0,0,0,0,1,1,0,0,0.000085,0.000682,0.000048,0.001753,0.003426,0.001435,0.010184,1,0.798641,0.375446,1,0.012916,0.150892,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.326531,0.326531,0.355556,0.516129,0.326531,0.52459,1
0.013146,1,0,0,1,0,0,0,1,0,0,0.000056,0.00005,0.000022,0.000501,0.000381,0.003016,0.001001,1,0.391679,0.985172,1,0.024473,0.030178,0,0.080645,0.020408,0.020408,0.022222,0.064516,0.020408,0.065574,1
0,0,1,0,1,0,0,0,0,1,0,0.000014,0,0.125,0,0,0,0,0,0,0,0,0.044867,0,0,0.080645,0.020408,0.020408,0,0.080645,0.020408,0.081967,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.2,0,0,0,0,0,0,0,0,0.048946,0,0,0.080645,0.020408,0.020408,0.022222,0.080645,0.040816,0.081967,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.032258,0,0,0,0.048387,0.020408,0.032787,1
0.041686,1,0,0,1,0,0,0,1,0,0,0.000092,0.000824,0.000015,0.001503,0.003045,0.005424,0.035941,1,0.61629,0.812014,1,0.019035,0.200274,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.629032,0.326531,0.306122,0.333333,0.645161,0.326531,0.639344,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0,0,0,0.064516,0.040816,0.065574,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.403226,0.204082,0.183673,0.2,0.419355,0.204082,0.409836,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.080645,0.020408,0.020408,0.022222,0.080645,0.020408,0.081967,1
0.004411,1,0,0,0,1,0,0,1,0,0,0.000248,0.001241,0.000079,0.000501,0.001523,0.000957,0.008781,1,0.698496,0.768644,1,0.161115,0.502743,0.5,0,0,0,0,0,0,0,1
0.021357,1,0,0,0,1,0,0,1,0,0,0.000183,0.000191,0.000015,0.000501,0.000761,0.006599,0.001086,1,0.340795,0.931524,1,0.114888,0.092593,0.5,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.5,0.346939,0.346939,0.377778,0.5,0.346939,0.508197,1
0,0,0,1,1,0,0,0,0,1,0,0.00001,0,0.1,0,0,0,0,0,0,0,0,0.032631,0,0,0,0.020408,0,0,0,0,0,1
0.021165,1,0,0,1,0,0,0,1,0,0,0.00009,0.000118,0.000017,0.000751,0.000761,0.005034,0.000976,1,0.059218,0.39656,1,0.03739,0.056927,0,0.112903,0,0.020408,0,0.032258,0.020408,0.032787,1
0.011576,1,0,0,1,0,0,0,1,0,0,0.000074,0.000066,0.000027,0.000751,0.000761,0.002073,0.000548,1,0.495541,0.381974,1,0.027872,0.040466,0,0.016129,0,0,0,0,0.020408,0,1
0.049746,1,0,0,1,0,0,0,1,0,0,0.000084,0.000091,0.000009,0.001252,0.001142,0.009404,0.002562,1,0.477618,0.829974,1,0.020394,0.037037,0,0.080645,0.020408,0,0,0.016129,0.020408,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.66129,0.673469,0.653061,0.355556,0.66129,0.673469,0.672131,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.322581,0.204082,0.204082,0.222222,0.322581,0.204082,0.327869,1
0,0,1,0,1,0,0,0,0,1,0,0.000014,0,0.333333,0,0,0,0,0,0,0,0,0.047587,0,0,0.032258,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.258065,0.489796,0.326531,0.355556,0.258065,0.326531,0.393443,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.5,0,0,0,0,0,0,0,0,0.019714,0,0,0.548387,0.306122,0.285714,0.311111,0.548387,0.285714,0.557377,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,1,0,0,0,0,0,0,0,0,0.019714,0,0,0.274194,0.346939,0.346939,0.222222,0.274194,0.346939,0.278689,1
0.009389,1,0,0,1,0,0,0,1,0,0,0.000098,0.00005,0.00003,0.000501,0.000381,0.003101,0.000605,1,0.874712,0.85977,1,0.054385,0.030178,0,0.16129,0.040816,0.040816,0,0.16129,0.040816,0.163934,1
0.012632,0,1,0,1,0,0,0,0,0,1,0.000012,0.000016,0.000004,0,0,0,0,0,0,0,0,0.038069,0.038409,0,0.080645,0,0,0,0.064516,0.020408,0.065574,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.483871,0.326531,0.326531,0.355556,0.5,0.326531,0.491803,1
0.018596,0,0,1,1,0,0,0,0,1,0,0.000175,0,0.000037,0,0,0.00002,0,0,0,0,0,0.011557,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.1,0,0,0,0,0,0,0,0,0.048946,0,0,0.129032,0.102041,0.061224,0.066667,0.193548,0.102041,0.131148,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,1,0,0,0,0,0,0,0,0,0.019714,0,0,0.435484,0.306122,0.306122,0.333333,0.435484,0.326531,0.442623,1
0.021734,1,0,0,1,0,0,0,1,0,0,0.000049,0.00005,0.000013,0.000501,0.000381,0.006029,0.000851,1,0.27492,0.877351,1,0.019035,0.030178,0,0.016129,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0.040816,0.040816,0.044444,0.064516,0.040816,0.065574,1
0,0,0,1,1,0,0,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.016315,0,0,0,0,0,0,0,0,0,1
